OC.A	I/aa	Marque of the complément (devant the pronoms et noms propres)	Marque du complément (devant les pronoms et noms propres)
PN.WALO.2	Varo	Esp. crustacé: squille (Pseudosquilla cillata)	Esp. crustacé: squille (Pseudosquilla cillata)
OC.WALO-WALO	A/varo	(Premna tahitensis). The name of a tree of hard wood (Dvs).	(Jsn)
AN.WALU.1	Varu	Huit (arch.). Eight, in counting (Dvs).	(Lmt)
AN.WALU.1	Vaʔu	HuitPhonologically Irregular	(Lmt)
OC.WALU.2	Varu	(Gymnosarda unicolor). The name of a fish (Dvs).	(Hpr)
OC.WALU.2	Vaʔu	Thon blanc (Gymnosarda unicolor)Phonologically Irregular	(Lmt)
PN.WARU	Varu, vau	To shave, to bark a tree, to scrape	(Dvs)
PN.WARU	Vaʔu	Râper [Iles Under the Vent (Leeward islands) Dialect]Phonologically Irregular	Râper [Iles Sous le Vent (Leeward islands) Dialect]Phonologically Irregular
CP.WANA	Vana	Oursin noir to longs piquants (Echinus sp.)	Oursin noir à longs piquants (Echinus sp.)
PN.WANA-WANA	Vanavana	Ressentir of the picotements, of the foumillements. Rough, ragged, unpolished; a sensation felt when something disagreable touches the body, as a worm crawling, &c.; rough, ragged, unpolished (Dvs).	Ressentir des picotements, des foumillements. Rough, ragged, unpolished; a sensation felt when something disagreable touches the body, as a worm crawling, &c.; rough, ragged, unpolished (Dvs).
NP.WAANAGA	Vanaa	Orateur; discours, conseil, avis	(Jsn)
MP.WAO.A	Vao	The extremities of the inland vallies; a rustic or clown	(Dvs)
NP.WASI	Vaahi	Fendre, ouvrir (of the nut of coconut, etc.); partager, diviser	Fendre, ouvrir (des noix de coco, etc.); partager, diviser
NP.WATA	Vata	Etre dégagé, étre libre of tout obstacleUncertain Semantic Connection	Etre dégagé, étre libre de tout obstacleUncertain Semantic Connection
CE.WAAWAA.1	Vaavaa	Phasme (Graeffa coccophaga)	(Lmt)
EP.WAWAI	Vavai	Coton (Gossypium religiosum, G. hirsutum)	(Lmt)
NP.WAWAO	Vavao	An interposer between hostile parties; to interpose between contending parties; to separate combatants	(Dvs)
OC.WAWE	Vave	Tôt, vite (ne s'emploie que in négations). Soon, shortly, quickly, ere long (Dvs).	Tôt, vite (ne s'emploie que dans négations). Soon, shortly, quickly, ere long (Dvs).
CP.WEKA.1	Te/vea/	A bird (Rallus pacificus) [Bruner]	A bird (Rallus pacificus) [Bruner]
NP.WEKU.1	Veʔu/veʔu	Dégoûtant, répugnant, sale (se dit of the personnes et of the choses)	Dégoûtant, répugnant, sale (se dit des personnes et des choses)
OC.WELA.A	Vera	Incendie; brulant; bruler. Fire, a general conflagration...; burnt, scalded, scorched; cooked or hot, applied to food (Dvs).	(Lmt)
OC.WELA.B	Vera	Hot, very warm, feverish	(Dvs)
EP.WERE-WERE.A*	Vere	Oakum to caulk a vessel with	(Dvs)
EP.WERE-WERE.A*	Verevere	Thin, gauze-like; the eye-lids	(Dvs)
TA.WERE-WERE.B*	Verevere	Lately, a name given to the female pudenda	(Dvs)
OC.WELI.1	Veri	A sea insect	(Dvs)
EP.WERI	Veri	Cent-pieds, scolopendre (Scolopendra subspinipes). Sea insect (Dvs).	(Lmt)
NP.WELI.2	Veriveri/a	A deep place; a place that is unsightly	A deep place; a place that is unsightly
PN.WELO.1	Vero	To dart, or throw a spear; to push off a canoe into the water; to raise up the hand and arm	To dart, or throw a spear; to push off a canoe into the water; to raise up the hand and arm
CE.WERU	Veru/veru	Smell of filth; stinking, filthy. Stale, nasty, offensive in smell (Dvs).Uncertain Semantic Connection	( Lmt )
EP.WEO	Veo	Copper. Copper, brass (Dvs).	( Lmt )
CE.WESE.*	Vehe	Separate (little used)	( Lmt )
PN.WETE.1	Vetea	Separated, parted, untied	( Dvs )
PN.WETE.2	Vete	Barb, fish of the Mullidae family (Mulloidichthys samoensis) when it reaches a large size after passing through the `oouma stage	( Lmt )
CE.WEU.1	Wanted	Downy hair, a woolly kind of hair, a sort of fringe on the border of a garment; the downy hair of a dog; to have a downy or shaggy border	Downy hair, a woolly kind of hair, a sort of fringe on the border of a garment; the downy hair of a dog; to have a downy or shaggy border
OC.WII.A	VII	Mango (Mangifera indica). Cythera apple (Spondias cytherea, S.dulcis) (Vii tahiti)	( Lmt )
OC.WII.A	Vi	The Tahitian yellow apple tree and fruit	( Dvs )
OC.WILI.1A	Taa/viri/	Twist; turn, turn, pivot, grind	( Lmt )
CE.WITI	Viti	Fast, alert, lively	( Lmt )
CE.WITI	Viti/viti	Early, quickly	( Lmt )
CE.WITI	Viti/viti	Well set, clever, neat, well-finishedUncertain Semantic Connection	( Dvs )
CE.WIWO	Vivo	Flute, formerly nasal flute. The Tahitian nasal flute (Dvs).	( Lmt )
AN.SALATO	Harato	(Laportea photiniphylla); sour	( Jsn )
PN.UNUOI	Nioee	(Eugenia reinwardtiana) (Parkinson 1773)	( Whr )
PN.KAWA-KAWA	Avaava/irai	A wild species of the ava plant, very acrid, and not used; (Piper latifolium) (Jsn)	( Dvs )
EP.MAPE.B	Maapee	Kidneys, loins	( Lmt )
CE.HOORUA	Horue	An amusement in which persons slide on the side of a hill, or swim on a board in the surf of the sea	An amusement in which persons slide on the side of a hill, or swim on a board in the surf of the sea
PN.QAA-.2	Aa	(Before temporal expressions) unaccomplished aspect	( Lmt )
PN.QAA-MURI	Amuri	Hereafter	( Dvs )
PN.QAA-MURI	Amuri/atu	From now on, in the future	( Lmt )
PN.FIA-KAI	Hiaʔai	To be hungry, or thirsty	( Lmt )
EP.WEWE.B	Veve	Poor, destitute	( Lmt )
NP.MALA.5	Ma(ra)/mara	Sour, turned, is said of fallen oranges, raw fish...whose taste is altered by the beginning of fermentation	( Lmt )
NP.MALA.5	Mara	The old name for the ava plant	( Dvs )
EC.FAKA-MATE	Haʔapohe	To kill, to play deadProblematic	( Lmt )
EC.FAKA-MATE	Haamate	To cause death	( Dvs )
TA.AA-NIWA	Aani(a)nia	To feel dizzy; to be slightly drunk; to have one's head spinningPhonologically Irregular	( Lmt )
PN.PALE.1A	Pare	Fort, castle, place of refuge	( Dvs )
PN.HEKE-GA	ʔEeʔa	Path, trail, staircase	( Lmt )
PN.MA-TALA.A	Matara	To be forgiven a crimeUncertain Semantic Connection	( Dvs )
PN.MA-TALA.B	Maatara/tara	To be clear, explicit (speech); to be completely expressed (thought)	( Aca )
PN.PILO	Piro	Filth, uncleanness; worn, or soiled, applied to a garment; ill savored	( Dvs )
PN.PILO	Piro/piro	Offensive, as a person's breath, or other things of a bad scent	Offensive, as a person's breath, or other things of a bad scent
PN.TAFOLA.2	Tahora	Body of water, river. A bank, such as by the side of a river (Dvs).	Body of water, river. A bank, such as by the side of a river (Dvs).
OC.TAKUA.1	Tauo	Gold-lined goatfish (Mulloidichthys auriflamma)	( Bgn )
PN.FOKI.2	Hoi	Also, besides, likewise	( Dvs )
PN.KAPI.C	API	To be full, occupied, closed up	( Dvs )
PN.KAPI.C	Api/api	Filled, occupied, narrow	( Dvs )
EP.PAU.1D	Pau	To be consumed, spent, empty, used up, destroyed; there is no more..., to no longer exist	( Lmt )
PN.TUQA.1B	Tua	Ridge (mountainous relief)	( Lmt )
NP.PALA.1C	Para(para)	Residue that remains stuck: dirt from cooking containers, sebum that covers the child at birth.	( Lmt )
EC.AA.1	N/aa	Indicates a waypoint, or a starting point, (but not an origin)	Indicates a waypoint, or a starting point, (but not an origin)
NP.FAKA-TELE	Faatere	To steer a boat, canoe or ship; steersman; to guide or direct	( Dvs )
CP.TAGI.B	Taʔi	To yelp, to squeak; to sound, to ring; to sing, to sing (bird)	( Lmt )
CE.PEKE.1B	Peʔe	To be thrown into the air, to fly (arrow, kite), to rise (smoke), to dissipate (rain, smoke, fever); to discharge; to contagious (disease); to spread	( Lmt )
TA.PEKE.1C	Pee	Swift, or quick	( Dvs )
TA.PEKE.1C	Peʔe/peʔe	Agile	( Lmt )
PN.TAI-TAI	Taitai	Salt, saltish, brackish; bitter	( Dvs )
EP.KALU.D	Aru	An elderly person when the skin becomes wrinkled	(Dvs)
PN.MEQA.B	Mea	To do, a word used as a convenient substitute instead of naming the action	To do, a word used as a convenient substitute instead of naming the action
NP.POGA-A-ISU	ʔAa/poʔo ihu	Narine	(Lmt)
PN.MUKA.1A	Muo/o	Taro shoots used for plantingPhonologically Irregular	(Dvs)
CE.RAWA-IKA	Ravaʔai	Pêcheur; pêcher (assurer sa subsistance par the pêche)Phonologically Irregular	Pêcheur; pêcher (assurer sa subsistance par la pêche)Phonologically Irregular
PN.TALA-TALA.A	Taratara	Prickly, thorny, ragged	(Dvs)
TA.KAUNUNU	Aununu	The sixth of the Tahitian lunar months	(Dvs)
NP.PALOLO-MULI	Paroro-muri	May-June	(Hry)
NP.PALOLO-MULI	Paaroro-muri	Mois of calendrier lunaire	Mois de calendrier lunaire
CE.HIGAIA	Hiaia	The name of a Tahitian month	(Dvs)
CE.REFU.3	A/rehu, va/rehu	The name of the third Tahitian month	(Dvs)
CE.REFU.3	Rehu	A month name, between December and January	(Hry)
PN.TA-PUNI	Tapuni	To hide or conceal oneself	(Dvs)
CE.MOKE	Moʔe	Perdu (se dit d'une chose); oublié	Perdu (se dit d'une chose); oublié
CE.MOKE	Moʔe/moʔe	Solitaire, isolé	Solitaire, isolé
PN.KAU-QAA	ʔAaua	Cloture, enclos, courPhonologically Irregular	(Lmt)
NP.TEE-LAA	Teraa	Ce...there, cela, celui-there, celle-there, loin of the interlocuteurs in l'espace et in the temps	Ce...là, cela, celui-là, celle-là, loin des interlocuteurs dans l'espace et dans le temps
NP.TEE-HENA	Teenaa	Celui-ci, celui-there, près of the personne to qui l'on parle	Celui-ci, celui-là, près de la personne à qui l'on parle
PN.TAQA.2	Ta/ii	The steam of perspiration	(Dvs)
PN.FAKA-SOA	Faʔahoa	Devenir ami	(Lmt)
NP.TAU-AMA	Tauama	A canoe with an outrigger	A canoe with an outrigger
CE.SEKE.2	Hee	To be in a discharged or banished condition, as one turned out of his place	(Dvs)
NP.TAU-SINU.*	Tahinu	Plant (Tournefortia argentea)Phonologically Irregular	Plante (Tournefortia argentea)Phonologically Irregular
TA.POO-FATU.2	Pofatu/aoao	The name of a small tree of hard wood. (Sophora tomentosa) (Whr)	(Dvs)
PN.FAKA-MAA	Haʔamaa	Honte, avoir honte, etre confus	Honte, avoir honte, etre confus
MP.MAHUKU	Mooʔuu	Nom générique of the Cypéracées	Nom générique des Cypéracées
PN.UU	Uu	Cogner, heurter; rencontrer (nez to nez), croiser quelqu'un...affronter, faire face	Cogner, heurter; rencontrer (nez à nez), croiser quelqu'un...affronter, faire face
PN.GASUE	Ahue/hue	To be in confusion, alarm, on account of being unprepared	(Dvs)
NP.FAKA-KAA.2	Faa/a/a	To kindle fire, to make it burn well; to cause food to be well cooked	(Dvs)
CK.MAEA.2	Maea	The white or sappy part of trees; a worthless person	(Dvs)
AN.QAHU.2	Au auahi	Fumée, vapeur	Fumée, vapeur
FJ.KAPU.2	Abu, apu	Wide or broad, as cloth	(Dvs)
CE.PUTA.1B	A/puta	Apparaitre to travers the nuages; venir to l'esprit, venir to l'idée	Apparaitre à travers les nuages; venir à l'esprit, venir à l'idée
LO.AKERISI	Akarite	Sauterelle	(Jsn)
CE.ARI	Aria	Shortly, presently, by and by	(Dvs)
AN.QARO.A	Aro	The front, face, presence of a person	(Dvs)
PN.AMU	Amu/amu	Grommeler, rouspéter	Grommeler, rouspéter
EP.AA-NUANUA.*	Anuanua, anuenue	The rainbow	(Dvs)
PN.QAATEA	Aatea/tea	Vaste, étendu; clairsemé, clair, without obstacle, dégagé	Vaste, étendu; clairsemé, clair, sans obstacle, dégagé
MP.QATUA	Te Atua	Dieu	(Lmt)
CE.AUTA	Autâ	To sigh or groan through pain or grief	(Dvs)
CE.FAA-ITE.B	Fa/i/ite	To reconcile those who were at variance	(Dvs)
EC.FAKA-MAUMAU	Haamou	To consume, annihilate, extirpate.Phonologically Irregular	(Dvs)
PN.FA-LIU	Fariu	To turn to or from a thing or person	(Dvs)
EO.FALU	Fanu	Few, some	(Dvs)
EP.PUU-FENUA.*	Puufenua	Placenta	(Lmt)
AN.FAQO.1A	Fao	A nail	(Dvs)
OC.FAQO.1C	Fao	To make holes with a *fao* [nail or chisel]	(Dvs)
CE.FATU.4	Fatu	Lord, master, owner	(Dvs)
NP.FIFI.3	Hihi	The whiskers of a cat, mouse or rat	(Dvs)
MP.FIRI.1	Firi	To plait, as sinnet, human hair, &c.	(Dvs)
EP.FINA.2	Hina	Seed, posterity	(Dvs)
PN.FINA-GALO	Hinaaro	To love, desire, will; to choose; love, desire, affection, will, pleasure, choice	(Dvs)
NP.FIO	Hio	Sifflet; siffler	(Lmt)
PN.FIU	Fiu	Tired, glutted with food; wearied	(Dvs)
MP.FOHE	Hoe	An oar or paddle, a helm of a ship; to row or paddle	An oar or paddle, a helm of a ship; to row or paddle
FJ.FOLI.1	Ho/hori	To go about begging or demanding as the arioi	(Dvs)
MP.FOTU.1	Hotu	To bear fruit, as a tree; to kindle, as anger; to swell, applied to the sea	(Dvs)
PN.FUHI.B	Hui	Désigne un ensemble of personnes quand il précède certains noms: hui ra'atira, the citoyens; hui tupuna, the ancêtres; hui ari'i, the rois	Désigne un ensemble de personnes quand il précède certains noms: hui ra'atira, les citoyens; hui tupuna, les ancêtres; hui ari'i, les rois
LO.GIGITA	Ninita	Papaye, papayer	(Jsn)
FJ.KITA.2A	I/ita	To harden or be hardened; stifferened, as body or mind; obdurate; the tetanus or locked jaw	(Dvs)
FJ.HAUPULU	Aupuru	To treat with kindness and love; to feed or nourish	(Dvs)
CE.HIRI.1	Hiri	Couleur végétale brun-rouge	Couleur végétale brun-rouge
AN.HUHU	Uu	Lait	(Lmt)
PN.HURU.B	Ûrû	To be inspired, as the pretended Tahitian prophets; to be under the influence of some uncommon feeling	(Dvs)
PN.HURU.B	Uru	Etre possédé (of the démon), avoir un accès of folie	Etre possédé (du démon), avoir un accès de folie
TA.KOO-TAFA.B	ʔOoʔaha	Fougère nid d'oiseau (Asplenium nidus)Phonologically Irregular	Fougère nid d'oiseau (Asplenium nidus)Phonologically Irregular
TA.KAU-ATI	Auati	A piece of wood used for friction	(Dvs)
CE.KAUFAU	Aufau atua	The genealogy of the gods	(Dvs)
TA.KEI	Ei	(devant une forme nominale)...Un prédicat indiquant une position future	(devant une forme nominale)...Un prédicat indiquant une position future
TA.ORI	Ori	Promenade, se promener. To ramble about (Dvs).	(Lmt)
PN.KOLI.1B	Ori	To dance	(Dvs)
NP.KOLO-MATUA	Orometua	An instructor of any sort, either of religion, or of any art, or trade; an example, copy, or pattern	(Dvs)
CP.KONO	Ono/ono	To be urgent, pressing in desire; urgently, pressingly, vehemently; anxious, pressing	(Dvs)
CE.KOO-PIRI	Opiri	A sluggish, inert, ill-grown person	(Dvs)
CE.KOO-PIRI	O/pi/piri	To be bashful, ashamed, confounded; also to appear modest	(Dvs)
PN.KOWI.A	O/ovi	A certain scrophulous disorder	A certain scrophulous disorder
CE.ISO.*	Iho	Umbilical cord (obs.)	(???)
CE.RAKOA.2	Raoa	The name of a fish with a large head	The name of a fish with a large head
CE.REFA	Refa/refa	To be sleepy, drowsy	(Dvs)
EP.REPE	Repe	The comb of a fowl; the fin on the back of the shark; the projections that grow in a singular manner on the trunk of the tuscarpia edulis, or native chestnut tree; the piece on which the ends of the rafters rest in a native house; a sort of projection	The comb of a fowl; the fin on the back of the shark; the projections that grow in a singular manner on the trunk of the tuscarpia edulis, or native chestnut tree; the piece on which the ends of the rafters rest in a native house; a sort of projection
AN.RIKI	Riʔi/riʔi	Peu to peu; humbles (gens)	Peu à peu; humbles (gens)
AN.RIKI	Rii	Small, little, young, used plurally	(Dvs)
TA.RUNAGA	Nunaa	Nation, kindred, people	(Dvs)
PN.MAQA.1	Ma	Clean, not soiled or polluted	(Dvs)
OC.MAE.1A	Mae	Thin, lean, applied to animals when decaying or falling away; withered, fermented	(Dvs)
NP.SUE.2	Hue	To throw up into a heap; to overturn and cast out useless things	(Dvs)
NP.MA-SUE	Mahue	To be pushed up, as the earth by the shooting and growth of some plants, such as the patara	(Dvs)
CE.MAKERE	Mairi	To fall or drop down from a high place; to fall behind; to fall asleep; to be dropped or disused as a custom	To fall or drop down from a high place; to fall behind; to fall asleep; to be dropped or disused as a custom
OC.MALAQE	Marae	Temple of the anciens temps; défriché, be défriché	Temple des anciens temps; défriché, être défriché
PN.MAALIE.A	Marie	Bien, sagement	(Jsn)
NP.MA-NIA.2	Mania	Calme; be calme (is said of the mer); émoussé, be émoussé	Calme; être calme (se dit de la mer); émoussé, être émoussé
AN.MAQOHA	Maoa	Mur (se dit of the fruit to pain), entre the stades of maturité pii et pee	Mur (se dit du fruit à pain), entre les stades de maturité pii et pee
PN.MAQOLI	Maori	Grace to (to the fait que...)Uncertain Semantic Connection	Grace à (au fait que...)Uncertain Semantic Connection
PN.MAQOLI	Maori raa	Excepté, sauf; c'est-to-say, or simple indication d'une énumérationUncertain Semantic Connection	Excepté, sauf; c'est-à-dire, ou simple indication d'une énumérationUncertain Semantic Connection
AN.MATE.1A	Mate	To die, to be ill, sick, or hurt	(Dvs)
PN.MATO	Mato/mato	Rocheux, escarpé, lieu escarpé	Rocheux, escarpé, lieu escarpé
EP.MA-UI	Maui	To be in a pet, or fit of anger, on account of disappointment in food, &c.	To be in a pet, or fit of anger, on account of disappointment in food, &c.
TA.MAURU	Mauru/uru	To be pleased, satisfied, delighted; agreeable, pleasing, satisfactory	(Dvs)
PN.MAUNU	Maunu	Bait for fish	(Dvs)
AN.NAMU.1A	Namu/rea	Fragrant, savoury, as food	(Dvs)
NP.NEWA.B	Neva	Tourner the têteUncertain Semantic Connection	Tourner la têteUncertain Semantic Connection
MP.PAA.1	Pa	A fence or hedge; a small enclosed place sacred to the young king or chief; also such a place sacred to the use of the upaupa dancers	A fence or hedge; a small enclosed place sacred to the young king or chief; also such a place sacred to the use of the upaupa dancers
EP.PAE-GA.B	Paea/rua	Of both sides	(Dvs)
PN.FAKA-TUQU	Faʔatuu	Mettre to égalitéUncertain Semantic Connection	Mettre à égalitéUncertain Semantic Connection
PN.FAKA-TUQU	Faʔatiʔa	Mettre debout, mettre on pied, dresser, instituer, bâtir; autoriser; raconter	Mettre debout, mettre sur pied, dresser, instituer, bâtir; autoriser; raconter
PN.FAKA-TUQU	Faatu	To raise up, put in an erect posture; also to support, assist	(Dvs)
TA.PARARII	Pararî	Broken, bruised	(Dvs)
MQ.PANA.1C	Pana paahua	Crochet or tige of fer pour décoller the bénitiers of the corauxUncertain Semantic Connection	Crochet ou tige de fer pour décoller les bénitiers des corauxUncertain Semantic Connection
PN.PAANAKI	Panai	To stand in a line or row; a ridge or stratum	To stand in a line or row; a ridge or stratum
CE.TOO-PATA	Toopata(pata)	Goutte; fall or couler goutte to goutte	Goutte; tomber ou couler goutte à goutte
PN.POKO.2	Poo/poo	Deep, as a hole; sunken, depressed	(Dvs)
PN.POKO.2	Po/poo	To be hollow, indented, sunken	(Dvs)
PN.PORO-QAKI	Poroi	A charge, direction given, a saying; to take leave, or bid farewell; also to inform	A charge, direction given, a saying; to take leave, or bid farewell; also to inform
TR.POO-NAO	Ponao	A thimble; a razor-case, a padlock	A thimble; a razor-case, a padlock
AN.POO-POO.A	Pôpô	To clap hands, as fishermen sometimes do; to pat slightly with the hand	(Dvs)
TA.PUKE.6	Pue	Denoting a plurality, as pue taata, men, usually two in number...	(Dvs)
CE.PURUGA	Purua	A father or mother in law	(Dvs)
CP.SEU	Heu/heu	Oter ses vêtements (arch.)	Oter ses vêtements (arch.)
CE.SOPII	Hopii	The falling sickness, epilepsy	(Dvs)
CE.SOPII	Hopiʔi/piʔi	Etre engourdi, avoir of the fourmis	Etre engourdi, avoir des fourmis
MP.TAGATA	Taata	A man; a human person, male or female; mankind	A man; a human person, male or female; mankind
OC.TAPU	Tapu	Interdit	(Lmt)
PN.TAA-WILI	Taviri/viri	To turn and twis oneself repeatedly; to have twisting pains in the bowels; to turn a thing round and round; a turned thing, as puaa-taviriviri, a turned pig, that is a roasted pig	To turn and twis oneself repeatedly; to have twisting pains in the bowels; to turn a thing round and round; a turned thing, as puaa-taviriviri, a turned pig, that is a roasted pig
EC.TOE.2	Tiitoe	Bouveter	(Lmt)
AN.TOFI	Tohi/tohi	Pelle to baleine. A harpoon; to use a chisel (Dvs).	Pelle à baleine. A harpoon; to use a chisel (Dvs).
CE.TOOGAAFUA	Toʔahua	Crépine (of the cochon)	Crépine (du cochon)
PN.TOMO	Tomo	Entrer, inaugurer; be chargé; couler (go to the fond of l'eau), be coulé	Entrer, inaugurer; être chargé; couler (aller au fond de l'eau), être coulé
PN.TOMO	Haere e tomo	Go chercher of the fruits in the vallée, or in the mountain	Aller chercher des fruits dans la vallée, ou dans la montagne
AN.TUQU.1	Tu	To stand erect, to be upright or straight ; to fit, agree, to answer the purpose	(Dvs)
SO.TUPU.D	Tupu	Se produire, arriver, avoir lieuProblematic	Se produire, arriver, avoir lieuProblematic
CP.TUTU.4	Tutu	Cuire en introduisant une pierre hot (in une liquide, in un animal...). To cook food by means of hot stones (Dvs).Uncertain Semantic Connection	Cuire en introduisant une pierre chaude (dans une liquide, dans un animal...). To cook food by means of hot stones (Dvs).Uncertain Semantic Connection
AN.QUGA	Uʔa vaahi haʔari	Crabe of cocotier (Birgus latro)	Crabe de cocotier (Birgus latro)
MP.QULUGA	T/uruʔa	Oreiller, coussinPhonologically Irregular	(Lmt)
NP.UMELE	ʔUmere	Louange; louangerPhonologically Irregular	(Lmt)
??.UPAUPA	Upa	To dance	(Dvs)
EO.WAA.1	Va	The rushing down of the rain that comes suddenly and is soon over	(Dvs)
CE.WAAWAA.1	Vava	A species of the locust	A species of the locust
CE.WALE-A.B	Vareʔa	Dormir, be endormiPhonologically Irregular	Dormir, être endormiPhonologically Irregular
NP.WALI.2	Vari	Terre meuble, boue, vase; boueux	(Lmt)
NP.WATA	Vata	An opening, space, or rent; to be separate, with a space between	(Dvs)
CE.WEU.1	Veu/veu	Bord effrangé d'un tissu	Bord effrangé d'un tissu
PN.WETE.1	Ve/vete	Déballer of the vêtements et the examiner, soulever un linge pour see ce qu'il y a dessous, écarter of the herbes or of the feuilles pour chercher quelque chose	Déballer des vêtements et les examiner, soulever un linge pour voir ce qu'il y a dessous, écarter des herbes ou des feuilles pour chercher quelque chose
CE.MUUNAA	Unâ	A cutaneous disorderPhonologically Irregular	A cutaneous disorderPhonologically Irregular
CE.MUUNAA	ʔUunaa	DartrePhonologically Irregular	(Lmt)
PN.FOKI.2	Hoʔi	Also, également; well, vraiment	Aussi, également; bien, vraiment
AN.KAPI.A	ʔApi paarau	Valve des nacres	(Lmt)
PN.KAWE.1B	ʔAve	Brin d'une tresse, toron d'un filin	(Lmt)
NP.KAU-FATA	Aufata	To lay fire wood cross-wise	(Dvs)
PN.KAU-WAI	Aupape	A square bed of taro; a division in a taro groundProblematic	A square bed of taro; a division in a taro groundProblematic
PN.KAU-TAA	Auta	A needle used in thatching; the act of cutting the body of an enemy; the act of supercission (not circumcision, as it has been wrongly called)	(Dvs)
PN.KAU-TAA	ʔAutaa	Coin of wood qui sert to the circoncision	Coin de bois qui sert à la circoncision
PN.LULU.2	Ruru	Réunir, rassembler; se réunir, se rassembler	Réunir, rassembler; se réunir, se rassembler
EP.SOPE.2	Hoope/ʔa	Fin, extrémité, aboutissement (d'une action)	Fin, extrémité, aboutissement (d'une action)
CE.KA-KANO.2	ʔAʔano	Largeur, étendue; large, étendu	Largeur, étendue; large, étendu
PN.TOE-GA	Toeʔa	Reste; restant	(Lmt)
EP.FAKA-FOQOU	Faahou	Again, done over again	(Dvs)
PN.FAKA-WALE	Haavare	To lie, deceive, impose; lie, deception, falsehood of any kind	(Dvs)
TA.FAKA-WAA	Haʔavâ	A judge; to examine the ground of a charge; to pass a judicial sentence	A judge; to examine the ground of a charge; to pass a judicial sentence
EP.FAKA-TIKA	Faatia	To agree to a thing; to justify; also to relate a story	To agree to a thing; to justify; also to relate a story
EP.FAKA-KORE	Faʔaʔore	Supprimer, annuler	(Lmt)
EP.FAKA-KORE	Faaore	To annul laws or customs; to forgive, or do away the punishment of a crime	(Dvs)
AN.MEI.2	Mai/ore	Ancien name of l'arbre to pain	Ancien nom de l'arbre à pain
FJ.KALO.3	ʔA/ʔaro	Evider, extraire d'une cavité son contenu	Evider, extraire d'une cavité son contenu
PN.GATU.1	A/ati	The name of a strong variety of native cloth made of the bark of the bread-fruit treePhonologically Irregular	(Dvs)
PN.KA-KAU.2	Aau	The handle of a tool; the stalk of fruit	(Dvs)
PN.KAKE	Ae	To ascend, climb, mount up; to touch the ground, as a boat or ship	(Dvs)
AN.TUSU.A	Tuhi	Jurer, injurier; juron, injureUncertain Semantic Connection	(Lmt)
CE.TAPA-TAPA.2*	Tapa	Aine. The groin (Dvs).	(Lmt)
SO.KINA.2	Ina	The edge of a tool; sharp, keen	(Dvs)
OC.WILI.1A	Viri	To lash up, to furl a sail; to roll some cloth round a corpse	To lash up, to furl a sail; to roll some cloth round a corpse
PN.GAHELE	Aere	A large or extensive bog that cannot be passed	(Dvs)
PN.GAHELE	Aere/ere	A bog encrusted with the plant mapua and vibrating from unsoundness when trod upon	(Dvs)
MP.FATA.1	ʔAa/fata	Caisse, boite, malle, garde-manger	(Lmt)
PN.KAFA.2	Aha/aha	VantardPhonologically Irregular	(Lmt)
PN.KAFA.2	Aha/aha	Rapidity, swiftness; to pursue, as a warrior his enemy	(Dvs)
PN.E.3	E	A sign of the vocative case, being generally placed both before and after the noun...	(Dvs)
PN.PEQE-SI.A1	Pe/pehi	To bruise; but in some of the dialects to kill	(Dvs)
PN.FAKA-QAROFA	Faaaroha	To cause pity or compassion; a keep-sake, a relic	To cause pity or compassion; a keep-sake, a relic
PN.FAKA-QATU.A	Faatu	To place; to keep common things apart from those that are sacred	(Dvs)
SO.FAI-FEKAU	Faʔehau	Soldat	(Lmt)
NP.SE.1	E	"Marque of the prédicat (devant the formes nominales): ""c'est"", ""il y a""Phonologically Irregular"	"Marque du prédicat (devant les formes nominales): ""c'est"", ""il y a""Phonologically Irregular"
OC.HIFO.A	Iho	To descend, or come down from an eminence	(Dvs)
PN.REFU-REFU	Rehu	Couleur grise; gris; devenir gris	(Lmt)
NP.KOPE	Ope/ope	Carcases, property and things of all descriptions, which in the rage of war had been thrown into the rivers, then carried to the sea and afterwards thrown on shore again	(Dvs)
MP.KOPI.A	Opi	To shut or close up	(Dvs)
MP.KOPI.A	O/opi	To shut, as the leaves of a book	(Dvs)
NP.KOPI-TI	O/opi	Close, niggardly, as to food &c.	(Dvs)
PN.MA-FITI	Mahiti	To be drawn, pulled, opened, brought up; to be started, or mentioned as a subject brought to view, or hearing; to be soon angry	(Dvs)
PN.MA-FITI	Mahiti/hiti	Apt to fly up (of canoe outrigger)	(Dvs)
NP.NANU.B	Nanu(nanu)	To grudge or envy what another has; to be envious of another's possessions	(Dvs)
AN.TALI.3A	Tari	Stalk of fruit	(Dvs)
CE.PUU.6	Pu	The interior of the country	(Dvs)
CE.PUU.6	Puu	Touffe, massif	(Aca)
CE.PUU.6	Pu-aihere	A cluster of small trees, shrubs or grass	(Dvs)
PN.WILI.2	Viri	The front rank of an armyUncertain Semantic Connection	(Dvs)
CP.LIALIA	Riaria	Shocked, disgusted; detestable, shocking	(Dvs)
PN.MA-NEKE	Manee	Moveable, portable; to be able to move or manage	(Dvs)
CP.KAWE-KAWE-HAA	ʔOoʔoovea	Coucou migrateur (Eudynamis taitensis)	(Lmt)
NP.TAATAI.1	Tatai	The covering or matting with which the ends of rafters in a Tahitian house are covere dUncertain Semantic Connection	(Dvs)
